Cement Amount  (kg/m³),CaO_C,SiO2_C,Al2O3_C,Sp.Gr_C,Silica Fume (kg/m³),CaO_SF,SiO2_SF,Al2O3_SF,Sp.Gr_SF,Flayash Amount   (kg/m³),CaO_FA,SiO2_FA,Al2O3_FA,Sp.Gr_FA,Limestone Powder  (kg/m3),CaO_LP,SiO2_LP,Al2O3_LP,Sp.Gr_LP,Quartzpowder (kg/m3),CaO_QP,SiO2_QP,Al2O3_QP,Sp.Gr_QP,Glass powder (kg/m3),CaO_GP,SiO2_GP,Al2O3_GP,Rice husk ash (kg/m3),CaO_RH,SiO2_RH,Al2O3_RH,Sp.Gr_RH,Metakaolin (kg/m³),CaO_MK,SiO2_MK,Al2O3_MK,Sp.Gr_MK,GGBFS  (kg/m³),CaO_GGBFS,SiO2_GGBFS,Al2O3_GGBFS,Sp.Gr_GGBFS,Slag Amount   (kg/m³),CaO_S,SiO2_S,Al2O3_S,Sp.Gr_S,Filler (kg/m³),Type of Filler,Sand Amount  (kg/m³),Max Size (mm),d50 _(mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Synergetic Type of Fiber,Amount / Quantity of Fiber .1,Length (mm).1,Diameter (mm).1,Water _Amount  _(kg/m³),Superplasticizer  Amount  (kg/m³),Curing,Temperature (o C),Specimen Size
574.0,63.8,20.2,4.3,3.15,69.0,0.3,96.9,0.2,2.24,103.0,16.05,38.03,18.44,2.58,101.0,63.150527777777775,1.0,0.15,2.6236363636363644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,37.08051502145924,36.67463519313304,12.285930735930735,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,944.0,5.0,0.0,1,120.0,13.0,0.2,0,0.0,0,0.0,160.0,44.5,5,90.0,1
1234.4,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,308.6,0.6184246823956443,95.25,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,639.0,8.0,0.5,0,0.0,0.0,0.0,0,0.0,0,0.0,308.6,89.7,2,90.0,6
664.0,62.92,20.1,5.62,3.13,291.0,0.49,92.26,0.89,2.264394973070018,166.0,27.0,42.1,19.4,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,920.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,151.0,58.0,12,210.0,17
1050.0,66.8,20.7,5.2,3.13,350.0,1.95,92.5,0.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,678.0,5.0,0.6,11,234.0,12.0,0.2,0,0.0,0,0.0,224.0,42.0,3,80.0,3
700.0,60.5,20.3,5.3,3.095097159940209,100.0,0.7,91.6,0.0,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,38.6,39.66,11.3,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1000.0,9.0,0.0,9,156.0,13.0,0.16,0,0.0,0,0.0,160.0,15.0,0,20.0,0
695.9,62.26,21.2,5.43,3.095097159940209,214.1,0.6,92.5,0.4,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6,1,1177.5,2.0,0.45,2,120.0,13.0,0.2,0,0.0,0,0.0,184.0,20.9,12,180.0,0
700.0,64.9,19.9,4.42,3.095097159940209,230.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,3.0,0.0,10,19.4,18.0,0.025,0,0.0,0,0.0,230.0,45.0,0,23.0,7
317.0,62.49,21.18,4.73,3.11,264.0,1.85,93.9,0.6051049504950495,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,39.11,33.0,13.91,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1056.0,8.0,0.0,5,156.0,13.0,0.2,0,0.0,0,0.0,173.0,21.1,2,90.0,5
735.0,66.4,21.1,3.42,3.095097159940209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,9.74,72.76,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,962.0,3.0,0.28,0,0.0,0.0,0.0,0,0.0,0,0.0,186.0,30.65,0,20.0,23
960.0,59.25,24.86,3.74,3.095097159940209,0.0,0.0,0.0,0.0,0.0,250.0,3.08,55.656399999999955,22.87,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,12.0,0.0,11,192.0,13.0,0.18,0,0.0,0,0.0,230.0,28.0,0,20.0,11
583.0,62.0,20.3,4.2,3.095097159940209,0.0,0.0,0.0,0.0,0.0,607.0,11.11,43.25,20.59,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,467.0,17.0,0.32,15,51.0,12.0,0.039,0,0.0,0,0.0,187.0,9.5,0,20.0,3
960.0,64.48,21.41,5.43,3.095097159940209,288.0,1.5,96.3,0.54,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,4.0,0.44,9,78.0,13.0,0.2,0,0.0,0,0.0,274.56,14.98,0,22.0,0
317.0,62.49,21.18,4.73,3.11,264.0,1.85,93.9,0.6051049504950495,2.15,475.0,4.63,42.52,32.62,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1056.0,8.0,0.0,5,156.0,13.0,0.2,0,0.0,0,0.0,173.0,21.1,0,20.0,5
1120.0,61.8,21.3,5.42,3.095097159940209,250.0,1.54,96.9,0.3,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.15999999999985,0.97,88.09279999999998,0.21,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,693.0,29.579999999999927,0.0,10,19.2,18.0,0.026,0,0.0,0,0.0,304.0,40.0,0,25.0,0
691.0,67.3,22.5,2.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.03,98.5,0.5,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.87,58.1,35.14,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,759.0,3.0,0.25,1,138.0,13.0,0.16,0,0.0,0,0.0,187.3,22.0,0,20.0,0
816.0,65.6,22.0,3.5,3.21,113.0,0.4,99.8,0.09,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.38,99.8,0.09,2.73,113.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,980.0,4.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,197.0,13.0,0,20.0,1
890.0,64.3,22.3,3.4,3.15,223.0,0.3,96.9,0.2,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,549.0,4.0,0.0,1,119.0,13.0,0.2,0,0.0,0,0.0,334.0,50.0,0,0.0,1
1260.0,61.8,21.3,5.42,3.095097159940209,250.0,1.54,96.9,0.3,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.15999999999985,0.97,88.09279999999998,0.21,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,693.0,29.579999999999927,0.0,10,19.2,18.0,0.026,0,0.0,0,0.0,304.0,40.0,0,25.0,0
498.0,62.92,20.1,5.62,3.13,110.0,0.49,92.26,0.89,2.264394973070018,249.0,27.0,42.1,19.4,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1094.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,151.0,33.0,12,210.0,17
850.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,260.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,2.0,27.0,3.0,3.6,0.0,0,85.0,4.0,0.42,3,157.0,10.0,0.12,0,0.0,0,0.0,170.0,45.0,9,0.0,2
900.0,64.35,22.0,5.64,3.095097159940209,230.4,0.48,92.5,0.72,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,974.7,9.0,0.0,4,185.4,12.7,0.15,0,0.0,0,0.0,170.1,29.7,0,0.0,1
464.0,65.6,22.0,3.5,2.73,107.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.38,99.8,0.11,2.7,659.6999999999989,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,464.0,4.0,0.0,4,158.0,13.0,0.2,0,0.0,0,0.0,158.0,42.2,11,90.0,1
839.0,63.9,20.3,4.6,3.095097159940209,94.0,0.3,96.9,0.2,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.87,58.1,31.11,2.5290322580645155,21.0,38.44,39.66,11.61,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,926.0,9.0,0.38,5,119.0,13.0,0.2,0,0.0,0,0.0,147.0,67.8,0,0.0,3
657.0,64.7,18.7,6.3,3.095097159940209,119.4,0.4,93.1,0.9,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.8,40.0,35.0,12.0,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1050.0,9.0,0.28,2,157.0,13.0,0.2,0,0.0,0,0.0,180.93,12.66,25,90.0,1
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,14.0,0.4,1,158.0,19.5,0.2,0,0.0,0,0.0,160.3,49.8,2,90.0,12
926.47,62.57,20.42,4.94,3.095097159940209,350.0,0.01,95.2,0.91,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,555.88,16.0,0.24,10,19.4,12.0,0.024,0,0.0,0,0.0,334.0,30.88,2,85.0,7
400.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,200.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.6999999999989,10.52810650887574,73.37312138728323,1.6156213017751475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,37.08051502145924,36.67463519313304,12.285930735930735,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,10,19.4,18.0,0.025,0,0.0,0,0.0,300.0,10.8,0,20.0,18
882.0,62.0,20.9,4.6,3.14,177.6,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,850.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,200.0,30.0,1,90.0,7
500.0,62.6,21.35,4.67,3.1,150.0,1.2,91.2,2.22,2.26,350.0,4.7,54.11,26.51,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,2,840.0,3.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,170.0,9.8,0,20.0,0
307.14,64.93,19.2,4.18,3.095097159940209,100.0,0.36,94.65,0.25,2.264394973070018,0.0,0.0,0.0,0.0,0.0,298.0,49.27,2.9,1.0,2.6236363636363644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1060.0,6.0,0.35,0,0.0,0.0,0.0,0,0.0,0,0.0,165.0,38.0,0,20.0,0
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,3.0,0.25,7,39.5,30.0,0.3,2,7.0,8,0.03,160.3,52.6,2,90.0,1
500.0,62.6,21.35,4.67,3.1,150.0,1.2,91.2,2.22,2.26,350.0,4.7,54.11,26.51,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2,960.0,3.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,165.0,9.8,0,20.0,0
810.0,65.6,22.0,3.5,3.21,225.0,0.4,99.8,0.09,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.38,99.8,0.09,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,972.0,4.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,196.0,13.0,6,90.0,1
1200.0,64.35,22.0,5.64,3.095097159940209,180.0,0.41,86.75,0.41,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,583.03,4.0,0.31,1,157.0,13.0,0.22,0,0.0,0,0.0,276.0,13.8,0,22.0,1
982.76,57.6,23.3,7.2,3.095097159940209,51.72,0.3,91.7,1.0,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1137.93,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,186.21,41.38,0,20.0,0
897.2,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,269.16,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.72,19.0,0.0,1,78.0,13.0,0.3,0,0.0,0,0.0,161.496,22.43,14,90.0,3
640.0,62.6,18.4,4.1,3.11,214.0,0.43,94.24,0.33,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1170.0,9.0,0.0,8,145.0,13.0,0.2,0,0.0,0,0.0,135.0,40.0,0,22.0,8
850.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,200.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1030.0,10.0,0.0,14,158.0,20.0,0.2,0,0.0,0,0.0,171.5,28.0,1,90.0,1
718.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,128.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,430.8,13.877939252336448,45.24462897196263,25.17382179176756,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.06,0.97,88.09279999999998,0.31,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,429.0,21.0,0.0,13,20.0,18.0,0.026,0,0.0,0,0.0,290.0,25.0,20,26.0,25
863.2,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,215.8,1.85,93.9,0.6051049504950495,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1079.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,177.0,21.6,0,20.0,0
850.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,260.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,2.0,27.0,3.0,3.6,0.0,0,340.0,4.0,0.42,3,157.0,10.0,0.12,0,0.0,0,0.0,170.0,45.0,2,70.0,2
536.0,65.6,22.0,3.5,2.73,153.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,919.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,201.0,31.3,11,90.0,1
800.0,61.74,20.8,4.82,3.095097159940209,100.0,1.54,96.9,0.29,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.37,97.7,0.49,2.694193548387096,0.0,0.0,0.0,0.0,100.0,0.97,88.09279999999998,0.31,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,880.0,9.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,200.0,9.6,0,20.0,1
376.0,62.92,20.1,5.62,3.13,282.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1114.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,125.0,55.0,2,100.0,4
819.0,62.0,20.9,4.6,3.14,177.6,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,850.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,200.0,30.0,1,90.0,7
940.0,62.92,20.1,5.62,3.13,282.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1000.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,125.0,61.0,0,20.0,4
972.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,271.5,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.76,10.0,0.0,4,234.0,13.0,0.3,0,0.0,0,0.0,223.83,24.3,2,90.0,3
500.0,65.1,20.6,5.0,3.095097159940209,0.0,0.0,0.0,0.0,0.0,250.0,3.9,55.0,31.3,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,41.7,34.2,14.2,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1200.0,7.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,150.0,17.0,12,200.0,5
660.0,64.5,19.72,5.1,3.15,60.0,0.4,95.5,0.7,2.2,480.0,28.1,36.5,24.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1200.0,5.0,0.0,1,156.0,13.0,0.2,0,0.0,0,0.0,276.0,24.0,0,23.0,17
